Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
01/10/2010,Virgin Atlantic Airways,UK,3117,51.106,0,1800,36.591,0,2011
01/10/2010,Virgin Australia,Fiji,9333,4.058,0,9135,9.218,0,2011
01/10/2010,Virgin Australia,Indonesia,18594,0,0,17005,0,0,2011
01/10/2010,Virgin Australia,New Zealand,39142,101.599,0,45700,69.767,0,2011
01/10/2010,Virgin Australia,Papua New Guinea,2135,2.529,0,1948,20.335,0,2011
01/10/2010,Virgin Australia,Solomon Islands,802,0,0,874,5.742,0,2011
01/10/2010,Virgin Australia,Thailand,1797,0,0,1448,0,0,2011
01/10/2010,Virgin Australia,Tonga,1034,3.344,0,900,1.18,0,2011
01/10/2010,Virgin Australia,Vanuatu,2937,1.408,0,2605,17.791,0,2011
01/10/2010,Virgin Samoa,Western Samoa,2111,0.812,0,1690,1.686,0,2011
01/11/2010,Aerolineas Argentinas,Argentina,1769,20.743,2.095,2397,62.04,0,2011
01/11/2010,Aerolineas Argentinas,New Zealand,953,65.32,0,865,78.23,0,2011
01/11/2010,Air Austral,Reunion,888,2.068,0,764,44.718,0,2011
01/11/2010,Air Australia,Indonesia,757,0,0,825,0,0,2011
01/11/2010,Air Caledonie,New Caledonia,3610,2.241,0.666,3420,73.328,1.811,2011
01/11/2010,Air Canada,Canada,6073,266.478,47.919,6310,217.709,18.072,2011
01/11/2010,Air China,China,12001,465.455,38.997,12010,194.994,6.677,2011
01/11/2010,Air Mauritius,Mauritius,1682,96.273,0.005,1507,52.875,0,2011
01/11/2010,Air New Zealand,New Zealand,94242,1883.004,311.346,95060,1779.074,8.663,2011
01/11/2010,Air Niugini,Papua New Guinea,7532,122.1,0.721,8060,237.323,13.543,2011
01/11/2010,Air Pacific,Fiji,16912,516.591,2.341,15502,239.099,10.992,2011
01/11/2010,Air Vanuatu,Vanuatu,3706,10.995,3.193,3792,35.228,3.67,2011
01/11/2010,AirAsia X,Malaysia,26467,957.4,0,27648,70.3,0,2011
01/11/2010,Airlines PNG,Papua New Guinea,116,0.096,0.01,171,2.24,0.015,2011
01/11/2010,Asiana Airlines,Korea,6504,221.208,38.501,7340,129.059,0,2011
01/11/2010,British Airways,Singapore,3132,145.316,0,2485,164.47,0,2011
01/11/2010,British Airways,Thailand,3439,66.924,0,3119,39.29,0,2011
01/11/2010,British Airways,UK,8432,364.164,63.508,6954,166.878,0,2011
01/11/2010,Cathay Pacific Airways,Hong Kong (SAR),57635,4455.649,353.618,61677,2643.002,33.405,2011
01/11/2010,China Airlines,Taiwan,6035,198.819,11.756,7721,112.983,0.299,2011
01/11/2010,China Eastern Airlines,China,9898,193.325,12.456,9343,181.381,0.394,2011
01/11/2010,China Southern Airlines,China,18721,1020.048,65.157,21544,47.154,24.69,2011
01/11/2010,Continental Micronesia,Guam,942,0.325,0,1083,0.789,0.008,2011
01/11/2010,Delta Air Lines,USA,6285,305.202,89.278,7224,232.055,0,2011
01/11/2010,Emirates,Malaysia,2255,6.405,0,2885,46.596,0,2011
01/11/2010,Emirates,New Zealand,24155,1727.749,1.578,23508,960.341,0,2011
01/11/2010,Emirates,Singapore,7398,192.971,13.107,7513,349.717,0,2011
01/11/2010,Emirates,Thailand,2967,4.123,0,2016,0.07,0,2011
01/11/2010,Emirates,United Arab Emirates,49864,2421.989,173.551,47989,2214.534,1.518,2011
01/11/2010,Etihad Airways,Singapore,622,64.119,0,559,101.026,0,2011
01/11/2010,Etihad Airways,United Arab Emirates,19070,863.293,73.194,18008,1048.305,30.094,2011
01/11/2010,Eva Air,Taiwan,1268,105.485,8.339,1792,26.669,0,2011
01/11/2010,Federal Express Corporation,China,,,,,28.785,0,2011
01/11/2010,Federal Express Corporation,USA,,1087.656,24.58,,,,2011
01/11/2010,Garuda Indonesia,Indonesia,18191,583.613,16.98,18612,142.862,0.191,2011
01/11/2010,Hawaiian Airlines,USA,3288,21.338,3.867,3609,32.743,0,2011
01/11/2010,Indonesia AirAsia,Indonesia,12456,0,0,11829,0,0,2011
01/11/2010,JALways,Japan,6761,72.816,173.811,6682,279.548,0.507,2011
01/11/2010,Jetstar,Fiji,2421,0,0,2545,0,0,2011
01/11/2010,Jetstar,Indonesia,17085,319.236,0,17928,14.126,7.841,2011
01/11/2010,Jetstar,Japan,22598,632.725,6.131,23427,250.902,20.564,2011
01/11/2010,Jetstar,New Zealand,21115,31.76,0,22762,42.536,18.201,2011
01/11/2010,Jetstar,Singapore,7399,23.463,0,8496,12.951,10.405,2011
01/11/2010,Jetstar,Thailand,5875,263.461,0,6250,21.193,3.655,2011
01/11/2010,Jetstar,USA,4845,114.478,6.495,4950,59.562,0.406,2011
01/11/2010,Jetstar,Vietnam,2355,7.447,0,2794,0.328,0,2011
01/11/2010,Jetstar Asia,Singapore,3271,0,0,3748,0,0,2011
01/11/2010,Korean Air,Korea,11846,1114.708,91.47,13918,428.779,3.718,2011
01/11/2010,LAN Airlines,Chile,2472,298.097,9.352,3086,111.695,5.004,2011
01/11/2010,LAN Airlines,New Zealand,2351,35.904,0,2291,81.85,0,2011
01/11/2010,Malaysia Airlines,Indonesia,,,,0,0,0,2011
01/11/2010,Malaysia Airlines,Malaysia,44097,3045.406,21.116,48443,1074.274,0,2011
01/11/2010,Our Airline,Kiribati,25,0,0,41,0.473,0,2011
01/11/2010,Our Airline,Nauru,135,0.637,0.02,155,6.958,0.446,2011
01/11/2010,Our Airline,Solomon Islands,21,0.074,0,42,0.005,0.006,2011
01/11/2010,Pacific Air Express,Papua New Guinea,,2.487,0,,94.892,0,2011
01/11/2010,Pacific Air Express,Solomon Islands,,5.483,0,,42.836,0,2011
01/11/2010,Pacific Air Express,Vanuatu,,6.624,0,,3.941,0,2011
01/11/2010,Philippine Airlines,Philippines,5192,248.815,0.365,5099,99.985,0,2011
01/11/2010,Qantas Airways,Argentina,2886,63.733,0,3351,33.732,1.055,2011
01/11/2010,Qantas Airways,China,5990,924.653,42.056,5665,111.502,3.655,2011
01/11/2010,Qantas Airways,Germany,3547,153.098,14.412,3162,16.33,54.482,2011
01/11/2010,Qantas Airways,Hong Kong (SAR),22998,1872.964,20.117,21444,630.041,37.052,2011
01/11/2010,Qantas Airways,India,611,47.717,0,494,1.055,1.047,2011
01/11/2010,Qantas Airways,Indonesia,2606,172.295,0,3243,111.593,3.235,2011
01/11/2010,Qantas Airways,Japan,10124,250.292,28.049,9751,279.467,41.482,2011
01/11/2010,Qantas Airways,Korea,,,,,19.188,0,2011
01/11/2010,Qantas Airways,Macau,,,,,26.5,0,2011
01/11/2010,Qantas Airways,New Caledonia,2263,0.175,0.339,2535,12.655,1.712,2011
01/11/2010,Qantas Airways,New Zealand,47890,1065.388,11.496,49483,1523.192,192.251,2011
01/11/2010,Qantas Airways,Papua New Guinea,2264,0,0,2041,0,0,2011
01/11/2010,Qantas Airways,Philippines,3344,64.22,6.354,3938,108.334,2.12,2011
01/11/2010,Qantas Airways,Singapore,39416,1499.115,68.633,34606,1696.842,183.749,2011
01/11/2010,Qantas Airways,South Africa,6688,110.417,5.036,6639,49.183,13.341,2011
01/11/2010,Qantas Airways,Thailand,3048,102.814,1.94,2418,58.595,16.632,2011
01/11/2010,Qantas Airways,UK,14151,459.634,63.366,13083,87.339,162.165,2011
01/11/2010,Qantas Airways,USA,39445,2192.77,241.948,41346,379.3,146.538,2011
01/11/2010,Qantas Airways,Vietnam,,,,,12.07,0,2011
01/11/2010,Qatar Airways,Qatar,4414,392.088,0.079,4325,496.145,0.024,2011
01/11/2010,Royal Brunei Airlines,Brunei,6000,177.186,0.039,6529,214.922,0,2011
01/11/2010,Singapore Airlines,New Zealand,,351.524,0,,702.392,0,2011
01/11/2010,Singapore Airlines,Singapore,103298,6078.243,162.663,109665,3775.859,0.608,2011
01/11/2010,Solomon Airlines,Solomon Islands,1259,4.219,0,1466,8.71,0,2011
01/11/2010,South African Airways,South Africa,4460,66.762,1.43,5581,427.336,3.39,2011
01/11/2010,Tasman Cargo Airlines,New Zealand,,473.356,0,,455.062,0,2011
01/11/2010,Thai Airways International,Thailand,30315,2931.16,213.23,35614,1091.385,7.434,2011
01/11/2010,Tiger Airways,Singapore,3647,0,0,4099,0,0,2011
01/11/2010,United Airlines,USA,19377,6.812,86.586,19355,443.091,4.153,2011
01/11/2010,United Parcel Service,Singapore,,,,,97.343,0,2011
01/11/2010,United Parcel Service,USA,,1868.451,0,,,,2011
01/11/2010,V Australia,South Africa,2248,6.633,0,2366,97.112,0,2011
01/11/2010,V Australia,Thailand,3355,191.052,0,3616,1.604,0,2011
01/11/2010,V Australia,USA,15007,328.892,0,14356,467.143,0,2011
01/11/2010,Vietnam Airlines,Vietnam,6875,504.312,0,9164,79.49,0,2011
01/11/2010,Virgin Atlantic Airways,Hong Kong (SAR),4437,523.381,0,4997,219.216,0,2011
01/11/2010,Virgin Atlantic Airways,UK,1885,49.33,0,1871,38.733,0,2011
01/11/2010,Virgin Australia,Fiji,11159,7.983,0,11022,19.784,0,2011
01/11/2010,Virgin Australia,Indonesia,16536,0,0,15845,0,0,2011
01/11/2010,Virgin Australia,New Zealand,35203,110.363,0,40645,73.116,0,2011
01/11/2010,Virgin Australia,Papua New Guinea,1756,0,0,1963,16.102,0,2011
01/11/2010,Virgin Australia,Solomon Islands,908,0,0,981,4.956,0,2011
01/11/2010,Virgin Australia,Thailand,1268,0,0,1363,0,0,2011
01/11/2010,Virgin Australia,Tonga,1039,2.396,0,1129,0.883,0,2011
01/11/2010,Virgin Australia,Vanuatu,2519,3.011,0,2271,15.546,0,2011
01/11/2010,Virgin Samoa,Western Samoa,1327,0.419,0,1730,2.024,0,2011
01/12/2010,Aerolineas Argentinas,Argentina,2669,22.705,1.906,3330,65.099,0,2011
01/12/2010,Aerolineas Argentinas,New Zealand,1066,75.65,0,1077,80.199,0,2011
01/12/2010,Air Austral,Reunion,1145,0.296,0,861,30.851,0,2011
01/12/2010,Air Australia,Indonesia,1248,0,0,2335,0,0,2011
01/12/2010,Air Caledonie,New Caledonia,5460,2.612,1.019,4447,156.458,2.616,2011
01/12/2010,Air Canada,Canada,7067,235.999,71.838,7920,209.888,47.813,2011
01/12/2010,Air China,China,14896,686.946,40.106,17693,297.676,8.055,2011
01/12/2010,Air Mauritius,Mauritius,2183,80.994,0.011,3485,37.688,0,2011
01/12/2010,Air New Zealand,New Zealand,102312,1883.423,426.259,115978,1645.151,63.47,2011
01/12/2010,Air Niugini,Papua New Guinea,9193,128.136,0.885,7560,276.225,15.734,2011
01/12/2010,Air Pacific,Fiji,17403,507.872,3.26,19995,271.521,12.745,2011
01/12/2010,Air Vanuatu,Vanuatu,4090,4.522,4.744,4932,43.148,4.509,2011
01/12/2010,AirAsia X,Malaysia,30797,1012,0,42149,224.5,0,2011
01/12/2010,Airlines PNG,Papua New Guinea,178,0.368,0.01,133,2.156,0.015,2011
01/12/2010,Asiana Airlines,Korea,7165,193.962,44.177,8099,138.5,0,2011
01/12/2010,British Airways,Singapore,3270,123.812,0,3496,163.344,0,2011
01/12/2010,British Airways,Thailand,3075,59.34,0,4035,31.587,0,2011
01/12/2010,British Airways,UK,7967,281.306,62.989,8277,177.56,0,2011
01/12/2010,Cathay Pacific Airways,Hong Kong (SAR),63178,3836.273,367.355,75159,3284.142,109.613,2011
01/12/2010,China Airlines,Taiwan,7499,167.323,13.516,8838,132.96,0,2011
01/12/2010,China Eastern Airlines,China,12807,262.281,14.85,14742,200.26,0.46,2011
01/12/2010,China Southern Airlines,China,18388,837.962,85.387,26068,103.164,31.607,2011
01/12/2010,Continental Micronesia,Guam,1130,0.087,0.002,1276,1.809,0.008,2011
01/12/2010,Delta Air Lines,USA,6726,312.319,89.891,7755,214.442,0,2011
01/12/2010,Emirates,Malaysia,2006,14.598,0,7820,2.937,0,2011
01/12/2010,Emirates,New Zealand,27093,1588.092,0,28183,1105.89,14.807,2011
01/12/2010,Emirates,Singapore,7438,211.537,13.568,14291,462.628,0,2011
01/12/2010,Emirates,Thailand,1985,4.207,0,2966,0.035,0,2011
01/12/2010,Emirates,United Arab Emirates,59284,1873.507,186.342,52585,2394.751,11.108,2011
01/12/2010,Etihad Airways,Singapore,350,57.787,0,957,84.415,0,2011
01/12/2010,Etihad Airways,United Arab Emirates,22011,651.807,74.049,20807,875.901,76.835,2011
01/12/2010,Eva Air,Taiwan,1820,38.701,8.855,1962,43.337,0,2011
01/12/2010,Federal Express Corporation,China,,,,,15.04,0,2011
01/12/2010,Federal Express Corporation,USA,,1089.397,44.795,,,,2011
01/12/2010,Garuda Indonesia,Indonesia,18798,489.945,5.928,23495,218.617,0,2011
01/12/2010,Hawaiian Airlines,USA,3667,5.936,0.698,4307,31.787,0,2011
01/12/2010,Indonesia AirAsia,Indonesia,11185,0,0,16677,0,0,2011
01/12/2010,Japan Airlines,Japan,5881,93.436,214.635,7299,188.95,0,2011
01/12/2010,Jetstar,Fiji,2300,0,0,2613,0,0,2011
01/12/2010,Jetstar,Indonesia,16557,258.191,0,22106,25.13,0.638,2011
01/12/2010,Jetstar,Japan,21998,431.583,3.62,26667,187.054,31.792,2011
01/12/2010,Jetstar,New Zealand,25042,33.576,2.483,30813,38.788,20.211,2011
01/12/2010,Jetstar,Singapore,8372,120.796,3.815,12965,99.473,13.276,2011
01/12/2010,Jetstar,Thailand,5855,244.827,0.363,7620,25.341,1.422,2011
01/12/2010,Jetstar,USA,4216,108.98,8.115,5052,33.4,0.271,2011
01/12/2010,Jetstar,Vietnam,1833,1.2,0,2847,0,0,2011
01/12/2010,Jetstar Asia,Singapore,3486,0,0,4756,0,0,2011
01/12/2010,Korean Air,Korea,13771,1101.839,105.427,17448,487.752,14.809,2011
01/12/2010,LAN Airlines,Chile,2767,266.229,5.094,2840,122.477,6.654,2011
01/12/2010,LAN Airlines,New Zealand,2668,33.895,0,3329,79.927,0.849,2011
01/12/2010,Malaysia Airlines,Malaysia,50632,2396.412,23.604,57635,1391.251,0,2011
01/12/2010,Our Airline,Kiribati,18,0.051,0,48,0.358,0,2011
01/12/2010,Our Airline,Nauru,212,0.231,0.03,184,6.494,0.478,2011
01/12/2010,Our Airline,Solomon Islands,9,0.016,0,27,0.102,0,2011
01/12/2010,Pacific Air Express,Papua New Guinea,,,,,82.803,0,2011
01/12/2010,Pacific Air Express,Solomon Islands,,10.068,0,,47.164,0,2011
01/12/2010,Pacific Air Express,Vanuatu,,5.179,0,,7.275,0,2011
01/12/2010,Philippine Airlines,Philippines,4879,358.668,0,8215,125.435,0,2011
01/12/2010,Qantas Airways,Argentina,3121,100.759,0,3284,34.41,1.233,2011
01/12/2010,Qantas Airways,China,5096,547.554,29.938,6213,157.681,3.342,2011
01/12/2010,Qantas Airways,Germany,4197,120.016,16.215,4552,10.645,86.181,2011
01/12/2010,Qantas Airways,Hong Kong (SAR),20956,1435.319,20.905,23485,793.572,37.669,2011
01/12/2010,Qantas Airways,India,768,48.42,0,273,0.671,0.84,2011
01/12/2010,Qantas Airways,Indonesia,4007,117.294,0,4607,140.526,3.285,2011
01/12/2010,Qantas Airways,Japan,9119,183.798,40.512,11576,166.166,55.826,2011
01/12/2010,Qantas Airways,Korea,,,,,4.636,0,2011
01/12/2010,Qantas Airways,New Caledonia,2473,0.467,0.256,2118,11.255,3.264,2011
01/12/2010,Qantas Airways,New Zealand,49249,1093.155,24.09,57813,1229.14,221.529,2011
01/12/2010,Qantas Airways,Papua New Guinea,2779,0,0,2191,0,0,2011
01/12/2010,Qantas Airways,Philippines,3031,37.84,6.518,4386,84.953,2.554,2011
01/12/2010,Qantas Airways,Singapore,40500,1319.174,64.292,46876,1364.945,247.677,2011
01/12/2010,Qantas Airways,South Africa,7729,129.719,6.53,6860,68.196,14.76,2011
01/12/2010,Qantas Airways,Taiwan,,,,,188.404,0,2011
01/12/2010,Qantas Airways,Thailand,3017,73.297,2.331,3279,53.207,17.35,2011
01/12/2010,Qantas Airways,UK,17188,396.536,73.645,15997,70.978,305.818,2011
01/12/2010,Qantas Airways,USA,42395,2173.441,345.758,46560,259.477,180.794,2011
01/12/2010,Qantas Airways,Vietnam,,,,,240.883,0,2011
01/12/2010,Qatar Airways,Qatar,5865,327.181,0.27,6771,423.267,0.023,2011
01/12/2010,Royal Brunei Airlines,Brunei,6924,113.629,0.08,10301,162.221,7.481,2011
01/12/2010,Singapore Airlines,New Zealand,,379.364,0,,811.765,0,2011
01/12/2010,Singapore Airlines,Singapore,109659,5556.991,200.897,127673,4012.791,4.812,2011
01/12/2010,Solomon Airlines,Solomon Islands,1656,5.513,0,1545,22.248,0,2011
01/12/2010,South African Airways,South Africa,6105,132.042,4.085,6459,290.278,2.618,2011
01/12/2010,Tasman Cargo Airlines,New Zealand,,399.096,0,,379.687,0,2011
01/12/2010,Thai Airways International,Thailand,37594,2526.568,303.064,49629,1204.676,3.113,2011
01/12/2010,Tiger Airways,Singapore,3209,0,0,5432,0,0,2011
01/12/2010,United Airlines,USA,28292,58.308,155.326,32204,536.561,5.478,2011
01/12/2010,United Parcel Service,China,,,,,3.955,0,2011
01/12/2010,United Parcel Service,Singapore,,,,,42.856,0,2011
01/12/2010,United Parcel Service,USA,,1591.382,0,,,,2011
01/12/2010,V Australia,South Africa,3812,1.673,0,3155,91.99,0,2011
01/12/2010,V Australia,Thailand,4124,177.452,0,5627,0,0,2011
01/12/2010,V Australia,USA,17977,291.963,0,18418,335.456,0,2011
01/12/2010,Vietnam Airlines,Vietnam,7231,380.88,0,12776,99.425,0,2011
01/12/2010,Virgin Atlantic Airways,Hong Kong (SAR),4283,491.392,0,5945,235.209,0,2011
01/12/2010,Virgin Atlantic Airways,UK,2511,23.798,0,2429,33.903,0,2011
01/12/2010,Virgin Australia,Fiji,10385,4.565,0,13407,15.306,0,2011
01/12/2010,Virgin Australia,Indonesia,14062,0,0,15668,0,0,2011
01/12/2010,Virgin Australia,New Zealand,37966,98.871,0,48570,68.599,0,2011
01/12/2010,Virgin Australia,Papua New Guinea,2161,2.938,0,1978,19.502,0,2011
01/12/2010,Virgin Australia,Solomon Islands,1040,0,0,948,5.18,0,2011
01/12/2010,Virgin Australia,Thailand,1373,0,0,1729,0,0,2011
01/12/2010,Virgin Australia,Tonga,1255,2.928,0,1384,0.642,0,2011
01/12/2010,Virgin Australia,Vanuatu,1997,1.488,0,2334,16.29,0,2011
01/12/2010,Virgin Samoa,Western Samoa,2018,0.42,0,2579,1.511,0,2011
01/01/2011,Aerolineas Argentinas,Argentina,2738,16.689,1.5,1645,30.952,0,2011
01/01/2011,Aerolineas Argentinas,New Zealand,963,60.905,0,1389,100.349,0,2011
01/01/2011,Air Austral,Reunion,1218,1.113,0,1305,19.063,0,2011
01/01/2011,Air Australia,Indonesia,3261,0,0,2244,0,0,2011
01/01/2011,Air Caledonie,New Caledonia,6715,3.358,0.354,5268,69.569,1.982,2011
01/01/2011,Air Canada,Canada,8149,211.289,58.709,6969,130.504,19.555,2011
01/01/2011,Air China,China,17399,498.235,41.182,16555,296.637,6.365,2011
01/01/2011,Air Mauritius,Mauritius,4204,54.003,0.026,2912,20.269,0.168,2011
01/01/2011,Air New Zealand,New Zealand,116326,1786.958,269.419,107431,1253.102,3.925,2011
01/01/2011,Air Niugini,Papua New Guinea,7024,107.472,1.75,8268,242.562,12.063,2011
01/01/2011,Air Vanuatu,Vanuatu,5251,21.025,6.135,3820,36.284,3.601,2011
01/01/2011,AirAsia X,Malaysia,41880,781.3,0,38769,307,0,2011
01/01/2011,Airlines PNG,Papua New Guinea,137,0.012,0.02,177,4.872,0.032,2011
01/01/2011,Asiana Airlines,Korea,8532,171.083,36.735,7114,84.46,0,2011
01/01/2011,British Airways,Singapore,3448,137.098,0,2609,257.532,0,2011
01/01/2011,British Airways,Thailand,4589,74.729,0,3436,25.145,0,2011
01/01/2011,British Airways,UK,8707,267.933,30.759,7777,44.704,0,2011
01/01/2011,Cathay Pacific Airways,Hong Kong (SAR),75681,3035.16,302.935,61720,3793.293,24.203,2011
01/01/2011,China Airlines,New Zealand,2482,108.584,0,2152,42.392,0.452,2011
01/01/2011,China Airlines,Taiwan,9194,103.476,16.043,7985,111.563,0.401,2011
01/01/2011,China Eastern Airlines,China,18810,263.209,18.995,16063,163.75,0.05,2011
01/01/2011,China Southern Airlines,China,23555,559.316,65.551,22941,161.152,28.363,2011
01/01/2011,Continental Micronesia,Guam,1450,0.141,0.004,1254,0.723,0.012,2011
01/01/2011,Delta Air Lines,USA,8235,216.432,125.279,7271,157.883,0,2011
01/01/2011,Emirates,Malaysia,5449,2.965,0,2547,19.85,0,2011
01/01/2011,Emirates,New Zealand,31473,1614.799,1.51,25896,812.287,0,2011
01/01/2011,Emirates,Singapore,9283,170.511,14.054,6360,385.118,0,2011
01/01/2011,Emirates,Thailand,1776,4.429,0,1964,17.63,0,2011
01/01/2011,Emirates,United Arab Emirates,60444,1447.366,112.789,55663,1706.826,5.659,2011
01/01/2011,Etihad Airways,Singapore,652,45.47,0,637,57.496,0,2011
01/01/2011,Etihad Airways,United Arab Emirates,24536,665.201,73.853,19246,683.85,20.629,2011
01/01/2011,Eva Air,Taiwan,1869,64.003,7.713,1650,28.594,0,2011
01/01/2011,Federal Express Corporation,China,,,,,87.734,0,2011
01/01/2011,Federal Express Corporation,USA,,841.223,25.855,,,,2011
01/01/2011,Fiji Airways,Fiji,22998,461.085,2.759,17689,214.572,9.817,2011
01/01/2011,Garuda Indonesia,Indonesia,28356,465.279,3.822,22521,127.081,0,2011
01/01/2011,Hainan Airlines,China,1038,77.97,0,926,3.21,0,2011
01/01/2011,Hawaiian Airlines,USA,4437,1.009,1.467,3767,21.322,0,2011
01/01/2011,Indonesia AirAsia,Indonesia,21421,0,0,16284,0,0,2011
01/01/2011,Japan Airlines,Japan,7126,68.798,156.413,6757,33.001,0.659,2011
01/01/2011,Jetstar,Fiji,2774,0,0,2580,0,0,2011
01/01/2011,Jetstar,Indonesia,24332,249.812,0,19184,11.658,2.12,2011
01/01/2011,Jetstar,Japan,27032,340.937,8.934,23136,124.742,17.12,2011
01/01/2011,Jetstar,New Zealand,32353,18.792,0,29753,23.956,6.509,2011
01/01/2011,Jetstar,Singapore,13803,203.124,12.357,11399,194.052,7.875,2011
01/01/2011,Jetstar,Thailand,7415,176.812,0,5787,99.461,1.02,2011
01/01/2011,Jetstar,USA,6061,94.491,7.228,4877,42.483,0.097,2011
01/01/2011,Jetstar,Vietnam,2766,1.06,0,2658,1.646,0,2011
01/01/2011,Jetstar Asia,Singapore,4729,0,0,4275,0,0,2011
01/01/2011,Korean Air,Korea,17969,617.431,85.098,14611,599.688,17.082,2011
01/01/2011,LAN Airlines,Chile,3420,199.256,1.793,2303,126.619,3.327,2011
01/01/2011,LAN Airlines,New Zealand,2968,8.804,0,2950,80.537,0,2011
01/01/2011,Malaysia Airlines,Indonesia,,,,0,0,0,2011
01/01/2011,Malaysia Airlines,Malaysia,58041,2197.323,20.127,55476,1047.498,0,2011
01/01/2011,Our Airline,Kiribati,29,0,0,41,0.393,0,2011
01/01/2011,Our Airline,Nauru,174,0.066,0.027,159,6.273,0.461,2011
01/01/2011,Our Airline,Solomon Islands,10,0.442,0,10,0,0,2011
01/01/2011,Pacific Air Express,Papua New Guinea,,,,,98.651,0,2011
01/01/2011,Pacific Air Express,Solomon Islands,,2.604,0,,35.722,0,2011
01/01/2011,Pacific Air Express,Vanuatu,,21.246,0,,3.781,0,2011
01/01/2011,Philippine Airlines,Philippines,8755,295.189,0,5348,90.027,0,2011
01/01/2011,Qantas Airways,Argentina,3917,116.634,0,3160,15.443,0.928,2011
01/01/2011,Qantas Airways,China,8151,508.884,25.959,6049,219.973,3.099,2011
01/01/2011,Qantas Airways,Germany,4865,130.689,17.103,3784,11.146,44.119,2011
01/01/2011,Qantas Airways,Hong Kong (SAR),27971,1377.731,27.247,20565,996.471,31.53,2011
01/01/2011,Qantas Airways,India,541,45.56,0,417,0.338,0.508,2011
01/01/2011,Qantas Airways,Indonesia,3800,60.316,0.026,3521,112.485,3.059,2011
01/01/2011,Qantas Airways,Japan,13203,163.643,22.942,11591,107.971,49.109,2011
01/01/2011,Qantas Airways,Korea,,,,,64.421,0,2011
01/01/2011,Qantas Airways,New Caledonia,3064,0.489,0.196,2634,12.321,1.847,2011
01/01/2011,Qantas Airways,New Zealand,56447,617.677,10.561,53341,762.253,180.586,2011
01/01/2011,Qantas Airways,Papua New Guinea,1936,0,0,2309,0,0,2011
01/01/2011,Qantas Airways,Philippines,4528,37.226,6.15,3141,44.763,1.541,2011
01/01/2011,Qantas Airways,Singapore,48208,1298.585,71.949,40336,1363.223,120.162,2011
01/01/2011,Qantas Airways,South Africa,8530,63.88,3.088,7296,29.183,8.248,2011
01/01/2011,Qantas Airways,Thailand,3999,70.216,1.389,3199,171.268,13.84,2011
01/01/2011,Qantas Airways,UK,18927,424.878,62.761,15540,55.973,95.033,2011
01/01/2011,Qantas Airways,USA,50529,1901.032,319.197,41944,221.27,102.817,2011
01/01/2011,Qantas Airways,Vietnam,,,,,6.224,0,2011
01/01/2011,Qatar Airways,Qatar,7439,234.121,0.246,6481,375.971,0.021,2011
01/01/2011,Royal Brunei Airlines,Brunei,10016,66.665,0.02,7420,102.575,0,2011
01/01/2011,Singapore Airlines,New Zealand,,337.875,0,,540.866,0,2011
01/01/2011,Singapore Airlines,Singapore,133086,4193.259,166.092,109603,3348.992,0.436,2011
01/01/2011,Solomon Airlines,Solomon Islands,1482,7.522,0,1507,12.434,0,2011
01/01/2011,South African Airways,South Africa,7261,126.676,1.788,6089,165.197,1.756,2011
01/01/2011,Tasman Cargo Airlines,New Zealand,,192.006,0,,196.202,0,2011
01/01/2011,Thai Airways International,Thailand,51399,2243.553,222.436,36844,1648.981,3.188,2011
01/01/2011,Tigerair,Singapore,5050,0,0,4484,0,0,2011
01/01/2011,United Airlines,USA,28062,70.046,50.656,25126,291.832,8.787,2011
01/01/2011,United Parcel Service,China,,,,,5.802,0,2011
01/01/2011,United Parcel Service,Singapore,,,,,91.302,0,2011
01/01/2011,United Parcel Service,Taiwan,,,,,0,0,2011
01/01/2011,United Parcel Service,USA,,1471.897,0,,,,2011
01/01/2011,V Australia,South Africa,4228,2.733,0,3940,19.394,0,2011
01/01/2011,V Australia,Thailand,6444,94.538,0,5690,0,0,2011
01/01/2011,V Australia,USA,20536,256.329,0,19351,218.365,0,2011
01/01/2011,Vietnam Airlines,Vietnam,12582,316.501,0,10877,114.358,0,2011
01/01/2011,Virgin Atlantic Airways,Hong Kong (SAR),6865,468.802,0,4716,288.233,0,2011
01/01/2011,Virgin Atlantic Airways,UK,2337,17.797,0,2689,33.423,0,2011
01/01/2011,Virgin Australia,Fiji,14723,2.531,0,11772,10.254,0,2011
01/01/2011,Virgin Australia,Indonesia,18423,0,0,15261,0,0,2011
01/01/2011,Virgin Australia,New Zealand,47053,64.984,0,44572,54.142,0,2011
01/01/2011,Virgin Australia,Papua New Guinea,1903,1.469,0,2220,13.857,0,2011
01/01/2011,Virgin Australia,Solomon Islands,734,0,0,806,3.148,0,2011
01/01/2011,Virgin Australia,Thailand,1969,0,0,1455,0,0,2011
01/01/2011,Virgin Australia,Tonga,1328,0.082,0,1240,0.436,0,2011
01/01/2011,Virgin Australia,Vanuatu,2988,0.457,0,2419,13.979,0,2011
01/01/2011,Virgin Samoa,Western Samoa,2395,0.425,0,1850,1.624,0,2011
01/02/2011,Aerolineas Argentinas,Argentina,1901,16.217,1.04,2478,36.902,0,2011
01/02/2011,Aerolineas Argentinas,New Zealand,836,87.679,0,1119,72.973,0,2011
01/02/2011,Air Austral,France,31,0,0,20,13.809,0,2011
01/02/2011,Air Austral,Reunion,440,2.227,0,430,21.51,0,2011
