Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
01/01/2009,Aerolineas Argentinas,Argentina,3021,4.313,0.6,1959,8.311,0,2009
01/01/2009,Aerolineas Argentinas,New Zealand,627,76.26,0,1821,68.539,0,2009
01/01/2009,Air Caledonie,New Caledonia,6658,4.918,0.645,5365,68.621,1.291,2009
01/01/2009,Air Canada,Canada,7489,174.828,0.004,6424,105.191,0.016,2009
01/01/2009,Air China,China,12458,201.314,18.569,11163,142.408,2.93,2009
01/01/2009,Air Mauritius,Mauritius,4635,36.586,0.429,3782,80.174,0.004,2009
01/01/2009,Air New Zealand,Cook Islands,94,0,0,39,0,0,2009
01/01/2009,Air New Zealand,Germany,,1.136,0,,,,2009
01/01/2009,Air New Zealand,New Zealand,109904,1811.254,197.664,100460,1385.565,8.268,2009
01/01/2009,Air New Zealand,USA,,164.046,0,,,,2009
01/01/2009,Air Niugini,Papua New Guinea,6817,33.701,1.835,7459,226.424,10.376,2009
01/01/2009,Air Pacific,Fiji,19539,184.517,0.264,13401,248.81,7.711,2009
01/01/2009,Air Tahiti Nui,Tahiti,1917,40.241,0,1964,54.943,0,2009
01/01/2009,Air Vanuatu,Vanuatu,5212,12.364,0,4390,29.484,0,2009
01/01/2009,AirAsia X,Malaysia,21143,106.524,0,17676,57.274,0,2009
01/01/2009,Airlines PNG,Papua New Guinea,500,0.713,0.019,598,4.014,0.018,2009
01/01/2009,Airnorth,Indonesia,397,0,0,325,0,0,2009
01/01/2009,Asiana Airlines,Korea,8996,164.319,7.17,7684,74.99,0,2009
01/01/2009,British Airways,Singapore,2602,114.784,0,2064,156.193,0,2009
01/01/2009,British Airways,Thailand,4270,42.123,0,3990,61.431,0,2009
01/01/2009,British Airways,UK,9854,281.235,77.053,8899,101.171,0,2009
01/01/2009,Cargolux Airlines Intl,Luxembourg,,65.05,0,,0,0,2009
01/01/2009,Cargolux Airlines Intl,New Zealand,,,,,43.302,0,2009
01/01/2009,Cargolux Airlines Intl,Singapore,,28.434,0,,,,2009
01/01/2009,Cargolux Airlines Intl,USA,,,,,36.274,0,2009
01/01/2009,Cathay Pacific Airways,Hong Kong (SAR),71949,2393.881,128.887,59968,3818.218,32.975,2009
01/01/2009,China Airlines,Taiwan,9003,48.997,9.324,7596,25.802,0,2009
01/01/2009,China Eastern Airlines,China,13224,90.618,9.545,9311,80.481,1.716,2009
01/01/2009,China Southern Airlines,China,8399,182.84,16.055,6431,9.68,3.532,2009
01/01/2009,Continental Micronesia,Guam,1128,0.293,0.002,1084,1.249,0.008,2009
01/01/2009,Emirates,New Zealand,28408,1376.306,0,19391,745.554,0,2009
01/01/2009,Emirates,Singapore,1653,104.613,19.924,1161,453.011,0,2009
01/01/2009,Emirates,Thailand,2499,0.932,0.221,914,0,0,2009
01/01/2009,Emirates,United Arab Emirates,47921,960.074,204.219,44881,1503.076,0.232,2009
01/01/2009,Etihad Airways,Singapore,852,47.784,0,816,64.935,0.001,2009
01/01/2009,Etihad Airways,United Arab Emirates,16644,226.273,34.125,14554,427.113,34.473,2009
01/01/2009,Eva Air,Taiwan,4817,69.225,4.425,3363,165.277,2.252,2009
01/01/2009,Federal Express Corporation,Philippines,,,,,251.305,0,2009
01/01/2009,Federal Express Corporation,USA,,692.401,20.661,,,,2009
01/01/2009,Garuda Indonesia,Indonesia,24994,161.442,7.316,17474,106.534,0.042,2009
01/01/2009,Hawaiian Airlines,USA,2607,2.044,1.463,1950,23.54,0,2009
01/01/2009,JALways,Japan,19355,199.948,82.843,16434,158.994,0.534,2009
01/01/2009,Jetstar,Indonesia,14771,175.62,0,12261,10.446,0.233,2009
01/01/2009,Jetstar,Japan,21198,100.403,26.336,19116,117.448,6.033,2009
01/01/2009,Jetstar,New Zealand,17054,47.119,0,16873,20.416,0,2009
01/01/2009,Jetstar,Singapore,13745,16.473,0,10829,4.562,11.435,2009
01/01/2009,Jetstar,Thailand,7186,93.489,1.244,6192,70.099,1.009,2009
01/01/2009,Jetstar,USA,5569,43.281,0.472,4149,52.902,0.436,2009
01/01/2009,Jetstar,Vietnam,3067,4.358,0,2846,0.162,0,2009
01/01/2009,Korean Air,Korea,18508,579.534,70.201,14281,430.878,15.975,2009
01/01/2009,LAN Airlines,Chile,2995,129.09,0.982,2477,43.957,3.641,2009
01/01/2009,LAN Airlines,New Zealand,3024,22.204,0,3140,50.64,0,2009
01/01/2009,Malaysia Airlines,Malaysia,40337,1980.247,11.826,33459,1550.668,0,2009
01/01/2009,Our Airline,Nauru,295,0.583,0,391,12.639,0,2009
01/01/2009,Our Airline,Solomon Islands,387,0,0,389,0,0,2009
01/01/2009,OzJet,Indonesia,1331,0,0,698,0,0,2009
01/01/2009,Pacific Air Express,Solomon Islands,,2.804,0,,38.482,0,2009
01/01/2009,Philippine Airlines,Philippines,8624,70.307,5.423,5500,32.119,0,2009
01/01/2009,Qantas Airways,Argentina,3755,7.773,0,2668,6.342,0.79,2009
01/01/2009,Qantas Airways,China,9575,333.011,15.512,7297,169.313,9.246,2009
01/01/2009,Qantas Airways,Fiji,227,0,0,,,,2009
01/01/2009,Qantas Airways,Germany,3966,262.905,3.682,4593,18.726,49.079,2009
01/01/2009,Qantas Airways,Hong Kong (SAR),34784,828.616,8.914,25314,1326.582,63.014,2009
01/01/2009,Qantas Airways,India,2320,33.002,0,1788,10.412,5.006,2009
01/01/2009,Qantas Airways,Indonesia,3656,40.054,0,3078,85.523,3.202,2009
01/01/2009,Qantas Airways,Japan,11388,120.117,54.089,10373,83.95,75.177,2009
01/01/2009,Qantas Airways,New Caledonia,2953,1.424,0.247,2415,9.487,2.547,2009
01/01/2009,Qantas Airways,New Zealand,58995,1297.504,0,55872,1078.297,145.153,2009
01/01/2009,Qantas Airways,Philippines,3800,29.056,5.065,2909,57.003,2.058,2009
01/01/2009,Qantas Airways,Singapore,47056,957.483,34.135,39136,1831.078,153.107,2009
01/01/2009,Qantas Airways,South Africa,7534,74.244,4.183,6970,33.414,9.467,2009
01/01/2009,Qantas Airways,Thailand,3430,111.05,7.672,3336,136.701,15.277,2009
01/01/2009,Qantas Airways,UK,19705,327.466,66.691,18843,67.058,147.255,2009
01/01/2009,Qantas Airways,United Arab Emirates,,,,,0,0,2009
01/01/2009,Qantas Airways,USA,50608,1387.483,186.836,40914,384.012,172.321,2009
01/01/2009,Royal Brunei Airlines,Brunei,8683,62.188,0.054,6045,122.552,0,2009
01/01/2009,Royal Brunei Airlines,New Zealand,1549,46.123,0,1589,36.896,0,2009
01/01/2009,Singapore Airlines,New Zealand,,44.361,0,,233.739,0,2009
01/01/2009,Singapore Airlines,Singapore,141528,3664.545,143.715,111712,5125.575,0.65,2009
01/01/2009,SkyAirWorld,Solomon Islands,393,0,0,305,0,0,2009
01/01/2009,Solomon Airlines,Solomon Islands,401,2.725,0,335,4.636,0,2009
01/01/2009,South African Airways,South Africa,6562,26.962,3.226,5675,85.146,1.616,2009
01/01/2009,Tasman Cargo Airlines,New Zealand,,178.073,0,,206.678,0,2009
01/01/2009,Thai Airways International,Thailand,49994,1265.891,175.129,35166,1717.165,3.331,2009
01/01/2009,Tiger Airways,Singapore,5128,0,0,3969,0,0,2009
01/01/2009,United Airlines,USA,22081,87.76,75.119,20526,377.026,9.892,2009
01/01/2009,United Parcel Service,Hong Kong (SAR),,,,,3.569,0,2009
01/01/2009,United Parcel Service,Singapore,,,,,72.616,0,2009
01/01/2009,United Parcel Service,USA,,835.865,0,,,,2009
01/01/2009,Vietnam Airlines,Vietnam,11218,130.322,0,10097,54.111,0,2009
01/01/2009,Virgin Atlantic Airways,Hong Kong (SAR),5610,200.755,0,2839,128.016,0,2009
01/01/2009,Virgin Atlantic Airways,UK,3256,19.185,0,3791,12.521,0,2009
01/01/2009,Virgin Australia,Fiji,8839,5.827,0,6329,33.161,0,2009
01/01/2009,Virgin Australia,Indonesia,7226,0,0,6347,0,0,2009
01/01/2009,Virgin Australia,New Zealand,40708,32.645,0,41058,35.491,0,2009
01/01/2009,Virgin Australia,Papua New Guinea,1284,0,0,1112,4.115,0,2009
01/01/2009,Virgin Australia,Solomon Islands,634,0,0,615,5.777,0,2009
01/01/2009,Virgin Australia,Tonga,1291,3.921,0,959,1.088,0,2009
01/01/2009,Virgin Australia,Vanuatu,3389,0.92,0,2806,3.167,0,2009
01/01/2009,Virgin Samoa,Western Samoa,2443,0.682,0,1605,1.303,0,2009
01/02/2009,Aerolineas Argentinas,Argentina,2600,3.989,0.7,2226,8.777,0,2009
01/02/2009,Aerolineas Argentinas,New Zealand,481,113.369,0,1299,95.062,0,2009
01/02/2009,Air Caledonie,New Caledonia,3248,1.745,0.686,5939,56.649,1.909,2009
01/02/2009,Air Canada,Canada,5649,175.64,0.009,4823,164.675,0.012,2009
01/02/2009,Air China,China,11072,177.409,14.504,9063,191.675,2.305,2009
01/02/2009,Air Mauritius,Mauritius,2183,33.178,0.42,1181,49.724,0,2009
01/02/2009,Air New Zealand,Germany,,12.238,0,,,,2009
01/02/2009,Air New Zealand,New Zealand,79791,1959.916,229.181,83383,1304.029,3.812,2009
01/02/2009,Air New Zealand,USA,,219.608,0,,,,2009
01/02/2009,Air Niugini,Papua New Guinea,6022,38.169,0.851,6102,236.836,5.066,2009
01/02/2009,Air Pacific,Fiji,9627,207.948,0,8864,270.344,14.712,2009
01/02/2009,Air Tahiti Nui,Tahiti,618,11.043,0,659,30.646,0,2009
01/02/2009,Air Vanuatu,Vanuatu,2696,8.952,0,2722,43.476,0,2009
01/02/2009,AirAsia X,Malaysia,17063,104.377,0,10837,0,0,2009
01/02/2009,Airlines PNG,Papua New Guinea,335,0.848,0.015,330,5.173,0.014,2009
01/02/2009,Asiana Airlines,Korea,7744,184.859,6.924,6736,70.145,0,2009
01/02/2009,British Airways,Singapore,1921,102.688,0,2083,181.887,0,2009
01/02/2009,British Airways,Thailand,3535,31.094,0.156,3514,35.077,0,2009
01/02/2009,British Airways,UK,9093,311.516,58.759,6196,99.574,0,2009
01/02/2009,Cargolux Airlines Intl,Luxembourg,,95.452,0,,0,0,2009
01/02/2009,Cargolux Airlines Intl,New Zealand,,,,,111.466,0,2009
01/02/2009,Cargolux Airlines Intl,Singapore,,41.326,0,,,,2009
01/02/2009,Cargolux Airlines Intl,USA,,,,,40.594,0,2009
01/02/2009,Cathay Pacific Airways,Hong Kong (SAR),64326,2387.559,117.794,45682,3716.174,26.297,2009
01/02/2009,China Airlines,Taiwan,8062,66.912,14.589,6179,29.223,0,2009
01/02/2009,China Eastern Airlines,China,10789,152.131,6.245,7195,107.411,1.895,2009
01/02/2009,China Southern Airlines,China,6751,147.55,11.083,4639,6.233,3.539,2009
01/02/2009,Continental Micronesia,Guam,1097,0.295,0,1066,1.962,0.004,2009
01/02/2009,Emirates,New Zealand,20913,1018.102,0,19364,704.347,0.236,2009
01/02/2009,Emirates,Singapore,2447,89.636,22.585,2008,322.155,0,2009
01/02/2009,Emirates,Thailand,1411,2.84,0,1777,0.402,0,2009
01/02/2009,Emirates,United Arab Emirates,48776,1389.861,183.303,36122,2085.852,0.476,2009
01/02/2009,Etihad Airways,Singapore,918,44.008,0,424,58.444,0.004,2009
01/02/2009,Etihad Airways,United Arab Emirates,12513,295.127,10.747,8674,489.098,13.472,2009
01/02/2009,Eva Air,Taiwan,2824,82.431,3.971,2445,32.486,1.023,2009
01/02/2009,Federal Express Corporation,China,,,,,23.199,0,2009
01/02/2009,Federal Express Corporation,Philippines,,,,,38.231,0,2009
01/02/2009,Federal Express Corporation,USA,,762.037,16.992,,,,2009
01/02/2009,Garuda Indonesia,Indonesia,11576,158.508,8.643,9435,76.486,0.032,2009
01/02/2009,Hawaiian Airlines,USA,1519,4.055,2.279,1462,32,0,2009
01/02/2009,JALways,Japan,17709,223.702,68.981,16211,177.339,0.187,2009
01/02/2009,Jetstar,Indonesia,10943,120.32,0,10649,12.736,0.347,2009
01/02/2009,Jetstar,Japan,19795,124.14,29.953,17893,97.079,5.32,2009
01/02/2009,Jetstar,New Zealand,13851,36.078,0,15368,22.386,0,2009
01/02/2009,Jetstar,Singapore,11207,17.354,0.012,7802,3.792,10.033,2009
01/02/2009,Jetstar,Thailand,5833,119.069,0.685,4350,80.476,1.087,2009
01/02/2009,Jetstar,USA,2755,75.204,0.337,2405,55.829,0.269,2009
01/02/2009,Jetstar,Vietnam,3073,0.914,0,1874,0.034,0,2009
01/02/2009,Korean Air,Korea,16003,604.494,79.549,12227,405.949,2.807,2009
01/02/2009,LAN Airlines,Chile,2590,130.647,1.073,2977,80.815,3.077,2009
01/02/2009,LAN Airlines,New Zealand,1186,38.673,0,2623,38.108,0.001,2009
01/02/2009,Malaysia Airlines,Malaysia,32092,2078.438,12.242,26188,1454.58,0,2009
01/02/2009,Our Airline,Nauru,204,0.452,0,226,10.897,0,2009
01/02/2009,Our Airline,Solomon Islands,441,0,0,532,0,0,2009
01/02/2009,OzJet,Indonesia,185,0,0,260,0,0,2009
01/02/2009,Pacific Air Express,Solomon Islands,,1.799,0,,45.735,0,2009
01/02/2009,Philippine Airlines,Philippines,6270,91.453,5.38,5088,92.143,0,2009
01/02/2009,Qantas Airways,Argentina,2875,13.632,0,3738,19.778,0.784,2009
01/02/2009,Qantas Airways,China,8613,399.745,16.622,7071,191.82,8.35,2009
01/02/2009,Qantas Airways,Germany,3782,170.694,3.657,3696,22.007,44.411,2009
01/02/2009,Qantas Airways,Hong Kong (SAR),27598,728.606,11.312,23416,1032.685,55.792,2009
01/02/2009,Qantas Airways,India,2140,47.795,0,2005,23.792,4.158,2009
01/02/2009,Qantas Airways,Indonesia,3921,44.587,0,2657,129.674,3.071,2009
01/02/2009,Qantas Airways,Japan,10360,111.25,50.254,9175,100.945,55.218,2009
01/02/2009,Qantas Airways,New Caledonia,1650,0.712,0.21,2411,12.08,1.994,2009
01/02/2009,Qantas Airways,New Zealand,46456,1387.838,0,49758,1252.094,161.958,2009
01/02/2009,Qantas Airways,Philippines,3221,17.977,4.63,3180,46.991,2.156,2009
01/02/2009,Qantas Airways,Singapore,39065,1131.04,30.282,30833,1785.134,140.194,2009
01/02/2009,Qantas Airways,South Africa,6442,99.834,4.206,5343,88.025,9.381,2009
01/02/2009,Qantas Airways,Thailand,4595,94.039,5.659,3425,121.513,13.893,2009
01/02/2009,Qantas Airways,UK,14998,349.012,55.962,13666,105.618,131.697,2009
01/02/2009,Qantas Airways,USA,41074,1348.589,169.21,33881,471.154,162.977,2009
01/02/2009,Royal Brunei Airlines,Brunei,6625,49.288,0.086,3822,105.85,0,2009
01/02/2009,Royal Brunei Airlines,New Zealand,1290,77.128,0,1083,56.363,0,2009
01/02/2009,Singapore Airlines,New Zealand,,100.508,0,,257.141,0,2009
01/02/2009,Singapore Airlines,Singapore,108146,3690.327,112.517,79581,4943.99,0.72,2009
01/02/2009,SkyAirWorld,Solomon Islands,89,0,0,73,0,0,2009
01/02/2009,Solomon Airlines,Solomon Islands,221,3.92,0,266,6.863,0,2009
01/02/2009,South African Airways,South Africa,5153,27.063,3.844,3524,121.398,1.617,2009
01/02/2009,Tasman Cargo Airlines,New Zealand,,274.783,0,,250.049,0,2009
01/02/2009,Thai Airways International,Thailand,41992,1351.996,147.548,29722,1885.554,2.428,2009
01/02/2009,Tiger Airways,Singapore,4486,0,0,3105,0,0,2009
01/02/2009,United Airlines,USA,16906,44.01,70.042,13420,501.812,10.367,2009
01/02/2009,United Parcel Service,Hong Kong (SAR),,,,,4.668,0,2009
01/02/2009,United Parcel Service,Singapore,,,,,93.164,0,2009
01/02/2009,United Parcel Service,USA,,902.902,0,,,,2009
01/02/2009,V Australia,USA,90,21.281,0,137,13.58,0,2009
01/02/2009,Vietnam Airlines,Vietnam,10179,137.497,0,5596,86.917,0,2009
01/02/2009,Virgin Atlantic Airways,Hong Kong (SAR),4028,383.8,0,2942,139.826,0,2009
01/02/2009,Virgin Atlantic Airways,UK,3852,33.272,0,3028,55.294,0,2009
01/02/2009,Virgin Australia,Fiji,6212,7.764,0,6798,29.932,0,2009
01/02/2009,Virgin Australia,Indonesia,5967,0,0,6554,0,0,2009
01/02/2009,Virgin Australia,New Zealand,30170,28.258,0,34989,37.335,0,2009
01/02/2009,Virgin Australia,Papua New Guinea,764,0,0,797,4.086,0,2009
01/02/2009,Virgin Australia,Solomon Islands,505,0,0,601,2.448,0,2009
01/02/2009,Virgin Australia,Tonga,955,3.921,0,860,0.902,0,2009
01/02/2009,Virgin Australia,Vanuatu,1962,1.951,0,1859,5.769,0,2009
01/02/2009,Virgin Samoa,Western Samoa,1488,0.702,0,1426,1.128,0,2009
01/03/2009,Aerolineas Argentinas,Argentina,2775,11.312,0.9,1781,9.778,0,2009
01/03/2009,Aerolineas Argentinas,New Zealand,713,56.209,0,1009,81.472,0,2009
01/03/2009,Air Caledonie,New Caledonia,3390,4.624,0.518,3215,72.479,0.984,2009
01/03/2009,Air Canada,Canada,4998,201.361,0,5515,145.033,0.028,2009
01/03/2009,Air Canada,USA,,,,,0,0,2009
01/03/2009,Air China,China,9346,305.973,24.468,7004,128.477,3.109,2009
01/03/2009,Air Mauritius,Mauritius,1494,32.49,0.688,1412,53.768,0,2009
01/03/2009,Air New Zealand,Germany,,11.257,0,,,,2009
01/03/2009,Air New Zealand,New Zealand,95820,1663.463,238.288,86923,1444.168,2.537,2009
01/03/2009,Air New Zealand,USA,,164.111,0,,,,2009
01/03/2009,Air Niugini,Papua New Guinea,7099,58.292,2.457,7342,219.071,12.914,2009
01/03/2009,Air Pacific,Fiji,10221,254.725,0.005,10976,236.299,12.017,2009
01/03/2009,Air Tahiti Nui,Tahiti,638,11.231,0,581,33.895,0,2009
01/03/2009,Air Vanuatu,Vanuatu,3098,14.185,0,3165,50.292,0,2009
01/03/2009,AirAsia X,Malaysia,17976,126.511,0,17132,19.639,0,2009
01/03/2009,Airlines PNG,Papua New Guinea,383,1.372,0.014,411,4.964,0.015,2009
01/03/2009,Asiana Airlines,Korea,6790,210.449,22.453,6419,95.852,0,2009
01/03/2009,British Airways,Singapore,2501,131.781,0,2477,302.214,0,2009
01/03/2009,British Airways,Thailand,4065,48.549,0,3955,57.415,0,2009
01/03/2009,British Airways,UK,8063,300.853,63.783,9490,135.262,0,2009
01/03/2009,Cargolux Airlines Intl,Luxembourg,,102.769,0,,0,0,2009
01/03/2009,Cargolux Airlines Intl,New Zealand,,,,,117.015,0,2009
01/03/2009,Cargolux Airlines Intl,Singapore,,35.193,0,,,,2009
01/03/2009,Cargolux Airlines Intl,USA,,,,,65.589,0,2009
01/03/2009,Cathay Pacific Airways,Hong Kong (SAR),56203,3571.388,80.761,53132,3803.033,26.838,2009
01/03/2009,China Airlines,Taiwan,7073,85.271,10.242,7303,40.245,0.409,2009
01/03/2009,China Eastern Airlines,China,6434,143.948,11.405,4487,89.32,3.43,2009
01/03/2009,China Southern Airlines,China,6586,361.074,18.67,5970,7.795,4.312,2009
01/03/2009,Continental Micronesia,Guam,2066,0.045,0.002,1913,7.518,0.009,2009
01/03/2009,Emirates,New Zealand,24712,946.884,0.084,21259,832.905,0,2009
01/03/2009,Emirates,Singapore,2322,68.515,26.306,2213,398.995,0,2009
01/03/2009,Emirates,Thailand,2640,0,0,2187,0.053,0,2009
01/03/2009,Emirates,United Arab Emirates,43264,1344.371,203.254,46582,2163.848,0.349,2009
01/03/2009,Etihad Airways,Singapore,732,55.926,0,781,78.944,0,2009
01/03/2009,Etihad Airways,United Arab Emirates,10121,461.904,18.437,13803,546.803,15.28,2009
01/03/2009,Eva Air,Taiwan,2372,84.892,4.346,2199,30.718,1.334,2009
01/03/2009,Federal Express Corporation,China,,,,,360.796,0,2009
01/03/2009,Federal Express Corporation,USA,,748.2,11.49,,,,2009
01/03/2009,Garuda Indonesia,Indonesia,12780,192.575,7.619,12948,108.867,0.019,2009
01/03/2009,Hawaiian Airlines,USA,1462,2.792,2.939,1516,33.15,0,2009
01/03/2009,JALways,Japan,15006,216.676,75.813,16019,252.067,0.091,2009
01/03/2009,Jetstar,Indonesia,13065,130.889,0,13631,15.624,0.458,2009
01/03/2009,Jetstar,Japan,20476,143.027,22.659,20782,149.579,7.562,2009
01/03/2009,Jetstar,New Zealand,16618,33.259,0,16013,27.381,0,2009
01/03/2009,Jetstar,Singapore,10701,24.614,0,9610,8.346,11.162,2009
01/03/2009,Jetstar,Thailand,5444,168.651,1.447,5065,91.351,1.099,2009
01/03/2009,Jetstar,USA,2879,53.062,1.07,3017,80.666,0.362,2009
01/03/2009,Jetstar,Vietnam,2267,13.054,0,1727,0.284,0,2009
01/03/2009,Korean Air,Korea,10009,848.339,110.407,11285,483.43,3.05,2009
01/03/2009,LAN Airlines,Chile,2983,167.609,0.961,3155,85.081,3.771,2009
01/03/2009,LAN Airlines,New Zealand,1933,34.33,0,2452,43.468,0,2009
01/03/2009,Malaysia Airlines,Indonesia,,,,0,0,0,2009
01/03/2009,Malaysia Airlines,Malaysia,29568,2029.105,12.7,33098,1367.913,0,2009
01/03/2009,Our Airline,Nauru,275,0.238,0,285,10.827,0,2009
01/03/2009,Our Airline,Solomon Islands,412,0,0,498,0,0,2009
01/03/2009,OzJet,Indonesia,565,0,0,581,0,0,2009
01/03/2009,Pacific Air Express,Solomon Islands,,2.199,0,,42.356,0,2009
01/03/2009,Philippine Airlines,Philippines,5016,78.443,4.465,5319,46.92,1.666,2009
01/03/2009,Qantas Airways,Argentina,3104,20.684,0,3545,26.191,0.876,2009
01/03/2009,Qantas Airways,China,7084,615.345,23.984,6712,176.517,9.769,2009
01/03/2009,Qantas Airways,Germany,3563,115.206,3.916,4044,25.423,52.271,2009
01/03/2009,Qantas Airways,Hong Kong (SAR),23961,1258.853,13.564,23508,821.513,66.571,2009
01/03/2009,Qantas Airways,India,2050,45.883,0,1900,18.194,4.429,2009
01/03/2009,Qantas Airways,Indonesia,3365,54.174,0,3138,156.178,3.035,2009
01/03/2009,Qantas Airways,Japan,9008,128.524,44.406,10140,139.654,65.682,2009
01/03/2009,Qantas Airways,Malaysia,,,,,0,0,2009
01/03/2009,Qantas Airways,New Caledonia,2076,1.989,0.175,2148,13.676,3.312,2009
01/03/2009,Qantas Airways,New Zealand,53301,1312.128,0,50755,1407.354,197.989,2009
01/03/2009,Qantas Airways,Philippines,3746,26.754,4.725,3566,53.774,2.041,2009
01/03/2009,Qantas Airways,Qatar,,,,,0,0,2009
01/03/2009,Qantas Airways,Singapore,37462,1564.592,30.861,37446,2025.173,163.228,2009
01/03/2009,Qantas Airways,South Africa,6796,91.569,4.502,6511,71.962,10.622,2009
01/03/2009,Qantas Airways,Thailand,4084,72.9,5.745,3993,212.109,14.644,2009
01/03/2009,Qantas Airways,UK,15817,376.534,55.21,18639,114.616,145.625,2009
01/03/2009,Qantas Airways,USA,37167,1615.147,195.942,43585,471.386,188.052,2009
01/03/2009,Royal Brunei Airlines,Brunei,4398,45.084,0.082,4667,115.841,0,2009
01/03/2009,Royal Brunei Airlines,New Zealand,1579,54.835,0,904,50.094,0,2009
01/03/2009,Singapore Airlines,New Zealand,,136.979,0,,207.337,0,2009
01/03/2009,Singapore Airlines,Singapore,87665,4621.113,125.814,88818,4850.947,1.093,2009
01/03/2009,Solomon Airlines,Solomon Islands,361,4.746,0,435,4.56,0,2009
01/03/2009,South African Airways,South Africa,4771,30.42,6.452,4256,143.858,1.442,2009
01/03/2009,Tasman Cargo Airlines,New Zealand,,290.742,0,,264.383,0,2009
01/03/2009,Thai Airways International,Thailand,35488,1387.495,154.441,32040,2473.414,5.586,2009
01/03/2009,Tiger Airways,Singapore,4086,0,0,3947,0,0,2009
01/03/2009,United Airlines,USA,15491,79.28,65.436,18085,494.153,3.788,2009
01/03/2009,United Parcel Service,Hong Kong (SAR),,,,,5.695,0,2009
01/03/2009,United Parcel Service,Singapore,,,,,97.25,0,2009
01/03/2009,United Parcel Service,USA,,958.958,0,,,,2009
01/03/2009,V Australia,USA,3308,106.712,0,4649,86.1,0,2009
01/03/2009,Vietnam Airlines,Vietnam,8062,193.453,0,6829,164.282,0,2009
01/03/2009,Virgin Atlantic Airways,Hong Kong (SAR),3250,462.407,0,2551,236.122,0,2009
01/03/2009,Virgin Atlantic Airways,UK,2692,35.29,0,3992,29.653,0,2009
01/03/2009,Virgin Australia,Fiji,8253,5.005,0,8230,29.633,0,2009
01/03/2009,Virgin Australia,Indonesia,7105,0,0,7149,0,0,2009
01/03/2009,Virgin Australia,New Zealand,36886,34.521,0,33860,37.332,0,2009
01/03/2009,Virgin Australia,Papua New Guinea,835,0,0,923,7.492,0,2009
01/03/2009,Virgin Australia,Solomon Islands,837,0,0,757,3.739,0,2009
01/03/2009,Virgin Australia,Tonga,666,1.181,0,729,2.896,0,2009
01/03/2009,Virgin Australia,Vanuatu,2433,2.319,0,2303,6.36,0,2009
01/03/2009,Virgin Samoa,Western Samoa,1593,0.51,0,1452,1.187,0,2009
01/04/2009,Aerolineas Argentinas,Argentina,1809,3.855,0.84,1449,9.093,0,2010
01/04/2009,Aerolineas Argentinas,New Zealand,2192,41.002,0,2296,71.651,0,2010
01/04/2009,Air Austral,France,12,0,0,52,1.847,0,2010
01/04/2009,Air Austral,Reunion,346,1.479,0,329,1.306,0,2010
01/04/2009,Air Caledonie,New Caledonia,3691,4.241,0.417,3569,87.188,1,2010
01/04/2009,Air Canada,Canada,4464,250.357,0.021,5822,226.175,0.016,2010
01/04/2009,Air Canada,USA,,,,,0,0,2010
01/04/2009,Air China,China,9250,352.109,18.013,8470,165.912,4.372,2010
01/04/2009,Air Mauritius,Mauritius,1456,28.999,0.341,1787,45.323,0,2010
01/04/2009,Air New Zealand,New Zealand,96785,1248.674,251.241,90610,1195.498,3.449,2010
01/04/2009,Air Niugini,Papua New Guinea,7757,67.191,1.16,7714,216.993,15.942,2010
01/04/2009,Air Pacific,Fiji,13254,252.171,0.029,14353,198.408,10.677,2010
01/04/2009,Air Tahiti Nui,Tahiti,39,0,0,164,0,0,2010
01/04/2009,Air Vanuatu,Vanuatu,3324,21.077,0,3536,39.473,0,2010
01/04/2009,AirAsia X,Malaysia,18647,169.696,0,18466,28.326,0,2010
01/04/2009,Airlines PNG,Papua New Guinea,455,0.807,0.015,431,4.66,0.014,2010
01/04/2009,Asiana Airlines,Korea,6907,186.772,25.243,6985,84.117,0,2010
01/04/2009,British Airways,Singapore,2014,131.482,0,2209,270.448,0,2010
01/04/2009,British Airways,Thailand,4331,51.209,0,3552,45.196,0,2010
01/04/2009,British Airways,UK,6961,238.477,57.901,9791,112.386,0,2010
01/04/2009,Cargolux Airlines Intl,Luxembourg,,100.283,0,,0,0,2010
01/04/2009,Cargolux Airlines Intl,New Zealand,,,,,71.787,0,2010
01/04/2009,Cargolux Airlines Intl,Singapore,,83.627,0,,,,2010
01/04/2009,Cargolux Airlines Intl,USA,,,,,57.742,0,2010
01/04/2009,Cathay Pacific Airways,Hong Kong (SAR),62994,2825.632,140.602,63885,2885.312,24.127,2010
01/04/2009,China Airlines,Taiwan,10424,109.723,31.228,10730,34.619,0,2010
01/04/2009,China Eastern Airlines,China,6433,165.189,10.45,5960,95.939,4.936,2010
01/04/2009,China Southern Airlines,China,6475,347.055,14.561,5184,7.715,5.269,2010
01/04/2009,Continental Micronesia,Guam,1432,0.382,0.002,1416,1.109,0.006,2010
01/04/2009,Emirates,New Zealand,25162,821.054,0,22135,788.593,0,2010
01/04/2009,Emirates,Singapore,3927,57.59,19.24,3248,372.649,0,2010
01/04/2009,Emirates,Thailand,2637,0.221,0,1985,1.42,0,2010
01/04/2009,Emirates,United Arab Emirates,41397,1136.463,112.58,48563,1622.721,0.581,2010
01/04/2009,Etihad Airways,Singapore,549,47.371,0.002,455,99.62,0,2010
